username,text
Chad C,one night stop yuma hotel conveni locat nice clean lobbi help front staff pool clean nice size gym eat hotel sit bar nice bartend room comfort clean would stay hotel
Chad R,certainli 5 star great valu price friendli staff comfort room extra bed comfort room clean great weekli rate pet friendli singl complaint
Chan N,stay hotel visit usf campu doubl queen execut suit spaciou clean room face inward pool courtyard area nice hotel restaur burger theori best burger eaten long time pleasant staff hotel offer
Chandler C,excel staff provid great servic reason price room clean quiet breakfast item plenti fresh requir minimum 200 charact review annoy
Chandra_A_Texas_USA,locat right across street space needl complementari breakfast buffet excel much better resid inn hotel sever restaur within walk distanc dinner econom meal also mcdonald across street hotel duck boat tour also start next mcdonaldsth room decent size comfort also complementari shuttl pier 66 ncl ship depart highli recommend peopl person choic stay seattl futur well front desk staff except polit help particularli nate shuttl bu driver price hotel high end side seattl downtown hotelschandrahsgbiw thrill hear hyatt hou met need appreci posit feedback im glad abl take advantag 24 hour shuttl complimentari breakfast spread morn wonder know guest comfort stay grate comment look forward next visit seattlesarah jung
Chanel D,swiftli clean room like hotel staff best part stay shawn bianca n favorit without hesit go moon back make sure feel home hard find branch metro atlanta bianca n shawn dynam duo whether need someth small dish need laugh perfect oneschanel thank make extend stay america atlanta clairmont part travel plan delight stay us except associ exceed expect share wonder compliment shawn bianc thank guest look forward next visitsincerelygen manag
Chantel M,suppo nicest room hotel due point accommod us balconi view comp champagn birthday extrem nice locat right next fountain blu upper miami beach food buffet awesom everyth still warm good serv time
Chao yun,servic terribl room dirti
Charis A,review long overdu fact feel owe owner anyon consid rose even make harder us find room futur catskil rose small hotel mount tremper ny 10 mile west woodstock quiet spot right
Charla,plate outsid hotel room door arriv stay day even bed extra comfi courteou staff bad plate outsid hotel room door arriv stay day even good bed extra comfi courteou staff
Charlene,good block strip luxuri feel room excel valu
Charlene T,dodg citi hampton inn suit pleasant comfort stay complaint switch biscuit gravi french toast stick food good room clean well roomi
Charles,bad microwav room good bed extrem comfort profess staff extra clean great place also like 24hour starbuck bar open late close earli locat good love shower balconi great hear chicago sound night sure back bad room connect door noi due poor noi control door good great locat friendli staff great vibe nice went grant farm zoo hotel swim lunch pool old hotel old smell bath tower bed fixtur refrig avail upon request came broken temperatur set control knob old floor carpet cleanli vacuum ac work noisi would better turn prefer quit sleep complimentari breakfast good made last minut reserv locat price 157 night wasnt realli bargain hotel locat great walk shop eateri short drive bike ride beach nice first room faulti air condit room super musti said hotel staff great got us anoth room continu realli help friendli throughout stay room realli tight 5 night stay id recommend 1 mayb 2 night top pool clean free breakfast soso staff probabl wouldnt stay hotel accomod custorm noizi later night isol noizi narrow room poor instal old air condit charg averag 70 dollar per day pleasant rest night stay stay great complaint realli close king street wife spent lot money locat conveni sight restaur target hotel staff help explain best way arrang trip ft sumter
Charles C,love fireplac full kitchen wifi could better love view live room come back special occa futur cozi bedroom heat leav bedroom door open leav ga fireplac heat bedroom still littl cool exterior lobbi unapp blah room betterupd clean howev least 3 time water pipe clang thunk one time night woke us happi area around hotel fair look
Charles H,stay hotel 25 year murray ky hotel lack amen staff make top extrem help cooper love univ inn best western
Charles I,travel univ illinoi meet faculti want conveni hotel hilton garden inn hampton directli across street beckman institut abl park car hotel attend meet without drive could even walk 1 mile downtown dinner
Charles J.,great
Charles M,conveni stop way indiana florida handi i77 hotel top shape room larg comfort bed one best hotel would happi stay
Charles M R,son daughter law great wed venu excel food good one best wed ive ever attend staff profess courteou wed planner anticip everi need made pleasant experi
Charleygirl76,love motel lake even came back find firepit blaze sat watch sunset lake drank beer perfect room nice enough bit small fine night town specul love littl
Charlie,sinc rare take time repli email ask rate particular hotel item servic seek websit make comment tell wife stay pentagon citi locat 742013 772013 opinion best hotel stay us ever everi singl member staff encount moment pull vehicl check area 74 trunk pack 77 friendli profess help pleasur enjoy dinner restaur 74 breakfast remain three day meal excel would specif like mention bryan haley took time even 74 chat us dinner tabl amaz bryan staff seem rememb us guest plea thank staff memor stay would hope stay hotel next time opportun washington dc area
Charlie499270,hotel give would expect holiday inn express clean comfort quiet room friendli staff breakfast good includ hot cold select fresh fruit nice pool hot tub
